"","schoolName","schoolLocation","program","url","department","cost","curriculum","prereqcoursework","delivery","length"
"80","Georgia Tech","Atlanta, Georgia","MS in Analytics","http://www.analytics.gatech.edu/","Colleges of Business, Computing, and Engineering","http://bursar.gatech.edu/","http://www.analytics.gatech.edu/curriculum","Math, Statistics, Computer Science","Campus","1 year"
"81","Kennesaw State University","Kennesaw, Georgia","Master of Science in Applied Statistics","https://analytics.kennesaw.edu/academics/grad/MSAS/index.html","Department of Mathematics & Statistics","http://www.kennesaw.edu/graduate/admissions/tuitionfees.php","https://analytics.kennesaw.edu/academics/grad/MSAS/msas-curr.html","Math","Campus","36 credit hours/22 months"
"82","Kennesaw State University","Kennesaw, Georgia","Online Certificate in Applied Statistics","https://analytics.kennesaw.edu/academics/certificate/appl-stat/index.html","Department of Statistics and Analytical Sciences","https://analytics.kennesaw.edu/academics/certificate/appl-stat/qanda.html","https://analytics.kennesaw.edu/academics/certificate/appl-stat/index.html",NA,"Online","5 courses"
"83","Mercer University","Macon, Georgia","M.S. In Business Analytics","http://business.mercer.edu/business-analytics/","Stetson School of Business and Economics","http://business.mercer.edu/business-analytics/tuiton/","http://business.mercer.edu/business-analytics/program-profile/",NA,"Campus","30-39 hours"
"84","University of Georgia","Athens, Georgia","MBA with concentration in Business Analytics","http://mba.terry.uga.edu/fulltime/concentrations/business-analytics","Terry College of Business","http://mba.terry.uga.edu/fulltime/costs","http://www.terry.uga.edu/mba/fulltime/concentrations/business-analytics",NA,"Campus","68 credit hours"
"85","Aurora University","Aurora, Illinois","Master of Science in Digital Marketing and Analytics","http://www.aurora.edu/academics/graduate/marketing/index.html","Dunham School of Business","http://www.aurora.edu/admission/financialaid/tuition.html","http://www.aurora.edu/academics/graduate/marketing/requirements.html#axzz3RfJbcqfl",NA,"Campus","30 credit hours"
"86","Benedictine University","Lisle, Illinois","Master of Science in Business Analytics","http://www.ben.edu/college-of-business/graduate/master-of-science-in-business-analytics.cfm","College of Business","http://www.ben.edu/admissions/graduate/tuition-and-fees.cfm","http://www.ben.edu/college-of-business/graduate/master-of-science-in-business-analytics.cfm",NA,"Campus","64 quarter credit hours"
"87","Benedictine University","Lisle, Illinois","Master of Science in Business Analytics","http://www.ben.edu/academic_programs/majorsheets/upload/MSBA_2013.pdf","College of Business","http://www.ben.edu/future_students/freshmen/upload/Adult-and-Grad-tuition-12-13.pdf","http://www.ben.edu/degree-programs/majorsheets/loader.cfm?csModule=security/getfile&pageid=660333",NA,"Campus","64 quarter credit hours"
"88","DePaul University","Chicago, Illinois","Information Systems (MS) - Business Intelligence Concentration","http://www.depaul.edu/university-catalog/degree-requirements/graduate/cdm/information-systems-ms/concentrations/Pages/business-intelligence.aspx","College of Computing and Digital Media","http://offices.depaul.edu/student-financial-accounts/cost-of-attendance/tuition/Pages/default.aspx","http://www.depaul.edu/university-catalog/degree-requirements/graduate/cdm/information-systems-ms/concentrations/Pages/business-intelligence.aspx",NA,"Campus","53-61 credits"
"89","DePaul University","Chicago, Illinois","M.S. in Predictive Analytics","http://www.cdm.depaul.edu/academics/Pages/MS-In-Predictive-Analytics.aspx","College of Computing and Digital Media","http://www.depaul.edu/admission-and-aid/tuition/Pages/default.aspx","http://www.cdm.depaul.edu/academics/Pages/Current/Requirements-MS-In-Predictive-Analytics-Marketing.aspx",NA,"Online","52 credit hours"
"90","Elmhurst College","Elmhurst, Illinois","Graduate Certificate in Data Science","http://public.elmhurst.edu/data_science/227880201.html","Elmhurst College Online Center","http://public.elmhurst.edu/finaid/tuition_and_fees/150032635.html","http://public.elmhurst.edu/data_science/227876081.html","Statistics, Computer Science","Online","15 semester hours"
"91","Elmhurst College","Elmhurst, Illinois","M.S. in Data Science","http://public.elmhurst.edu/data_science","Elmhurst College Online Center","http://public.elmhurst.edu/finaid/tuition_and_fees/150032635.html","http://public.elmhurst.edu/data_science/227876081.html","Statistics, Computer Science","Online","2 years"
"92","Illinois Institute of Technology","Chicago, Illinois","Master of Data Science","http://science.iit.edu/programs/graduate/master-data-science","College of Science","http://admissions.iit.edu/graduate/finances/tuition-and-fees/","http://science.iit.edu/programs/professional-masters/master-data-science/data-science-program-requirements","Computer Science, Statistics","Online","33 credit hours"
"93","Illinois Institute of Technology","Chicago, Illinois","MS - CS specialization in Data Analytics (with co-terminal BS/MS option)","http://science.iit.edu/programs/graduate/master-computer-science-specialization-data-analytics","College of Science","http://admissions.iit.edu/graduate/finances/tuition-and-fees/","http://science.iit.edu/programs/graduate/master-computer-science-specialization-data-analytics","Computer Science","Campus","30 credit hours"
"94","Lewis University","Romeoville, Illinois","Business Analytics, M.S.","https://www.lewisu.edu/academics/business-analytics/index.htm","College of Business","http://www.lewisu.edu/welcome/offices/business/bursar/tuitionrates.htm","https://www.lewisu.edu/academics/business-analytics/index.htm",NA,"Online","36 credit hours"
"95","Lewis University","Romeoville, Illinois","Online Master of Science in Data Science","http://online.lewisu.edu/msds/data-science.asp","","http://www.lewisu.edu/welcome/offices/business/bursar/tuitionrates.htm","http://online.lewisu.edu/msds/data-science-courses.asp","Math","Online","36 credit hours"
"96","Loyola University Chicago","Chicago, Illinois","Graduate Certificate in Business Intelligence and Data Warehousing","http://www.luc.edu/quinlan/mba/academics/certificates-data-warehousing/","Quinlan School of Business","http://www.luc.edu/bursar/current/graduate_business.shtml","http://www.luc.edu/quinlan/mba/academics/certificates-data-warehousing/",NA,"Campus","15 credits"
"97","Loyola University Chicago","Chicago, Illinois","M.S. in Applied Statistics","http://www.luc.edu/math/msappliedstat.shtml","Mathematics and Statistics","http://www.luc.edu/bursar/tuition_2014_2015/graduate_as.shtml","http://www.luc.edu/math/msappliedstat.shtml","Math, Statistics","Campus","29 credits"
"98","Northwestern University","Evanston, Illinois","Certificate in Analytics and Business Intelligence for IT Professionals","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php","School of Professional Studies","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/tuition.php","http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php",NA,"Online","4 courses"
"99","Northwestern University","Evanston, Illinois","Certificate in Predictive Business Analytics","http://sps.northwestern.edu/program-areas/professional-development/bridge-school/index.php","Bridge School of Management","http://sps.northwestern.edu/program-areas/professional-development/bridge-school/tuition.php","http://sps.northwestern.edu/program-areas/professional-development/bridge-school/program-courses.php",NA,"Campus","3.25 lakhs"
"100","Northwestern University","Evanston, Illinois","Master of Science in Analytics","http://www.analytics.northwestern.edu/","McCormick School of Engineering","http://www.analytics.northwestern.edu/prospective-students/tuition-and-fees.html","http://www.analytics.northwestern.edu/curriculum/index.html",NA,"Campus","15 months"
"101","Northwestern University","Evanston, Illinois","Master of Science in Information Systems with Concentration in Analytics and Business Intelligence","http://sps.northwestern.edu/program-areas/graduate/information-systems/index.php","School of Professional Studies","http://sps.northwestern.edu/program-areas/graduate/information-systems/tuition-costs.php","http://sps.northwestern.edu/program-areas/graduate/pdfs/2014_Grad_Program_Curricula_2014_15.pdf",NA,"Online","11 units of credit (classes)"
"102","Northwestern University","Evanston, Illinois","Master of Science in Predictive Analytics Online","http://www.scs.northwestern.edu/info/predictive-analytics.php?utm_source=mastersindatascience.org&utm_medium=organic&utm_campaign=please-contact-mastersindatascience.org","School of Continuing Studies","http://www.scs.northwestern.edu/program-areas/Graduate/predictive-analytics/tuition-costs.php","http://sps.northwestern.edu/program-areas/graduate/predictive-analytics/curriculum.php",NA,"Online","33 credit hours"
"103","University of Chicago","Chicago, Illinois","Master of Science in Analytics","http://grahamschool.uchicago.edu/credit/master-science-analytics/index","Graham School of Continuing Liberal and Professional Studies","https://grahamschool.uchicago.edu/credit/master-science-analytics/index","https://grahamschool.uchicago.edu/credit/master-science-analytics/index","Statistics","Campus","33 credit hours"
"104","University of Chicago","Chicago, Illinois","Master of Science in Computational Analysis & Public Policy (CAPP)","http://capp.sites.uchicago.edu/","Harris School of Public Policy & Computer Science Department","https://bursar.uchicago.edu/page/tuition-rates","https://capp-sites.uchicago.edu/page/curriculum",NA,"Campus","2 years"
"105","University of Illinois at Chicago","Chicago, Illinois","Health Informatics (IBHE-Approved Certificate)","http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/","College of Applied Health Sciences","http://www.uic.edu/depts/oar/grad/tuition_grad.html","http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/",NA,"Online","24 hours minimum"
"106","University of Illinois at Chicago","Chicago, Illinois","Master of Science in Health Informatics Research Track","http://healthinformaticsdegree.uic.edu/graduate-health-informatics-program/","Department of Biomedical and Health Information Sciences","http://healthinformaticsdegree.uic.edu/#tuition","http://healthinformatics.uic.edu/health-informatics-degrees/",NA,"Online","45 credit hours"
"107","University of Illinois at Springfield","Springfield, Illinois","Graduate Certificate in Business Intelligence","http://mis.uis.edu/BIcertificate.html","Department of Management Information Systems","http://www.uis.edu/registration/tuition/","http://mis.uis.edu/BIcertificate.html",NA,"Online","9 credits"
"108","University of Illinois at Urbana-Champaign","Champaign, Illinois","Master of Science in Statistics: Analytics Concentration","http://www.stat.illinois.edu/degrees/msanalytics.shtml","Department of Statistics","http://www.osfa.illinois.edu/cost/grad/res_1314.html","http://www.stat.illinois.edu/degrees/msanalytics.shtml","Math, Statistics","Campus","30 credit hours"
"109","University of St Francis","Joliet, Illinois","Graduate Certificate in Business Analytics","http://www.stfrancis.edu/academics/college-of-business/graduate-certificate-business-analytics/","College of Business and Health Administration","http://www.stfrancis.edu/admissions/financial-aid/tuition-fees-room-and-board-refund-policy/#.VCQd0Eu0Zg0","http://www.stfrancis.edu/academics/college-of-business/graduate-certificate-business-analytics/#.VOYFykKJnww",NA,"Online","12 credit hours"
"110","University of St Francis","Joliet, Illinois","MBA with a concentration in Business Analytics","http://www.stfrancis.edu/academics/master-of-business-administration/#.VCQeLEu0Zg0","College of Business and Health Administration","http://www.stfrancis.edu/admissions/financial-aid/tuition-fees-room-and-board-refund-policy/#.VCQd0Eu0Zg0","http://www.stfrancis.edu/academics/master-of-business-administration/curriculum/#.VOjOZ0KJnww",NA,"Online","36-42 semester hours"
"111","Saint Mary's College","Notre Dame, Indiana","Online Master of Science in Data Science","http://www.mastersindatascience.org/request-information/?schoolid=3094&programid=OMSDS","Department of Mathematics and Computer Science","http://www.mastersindatascience.org/request-information/?schoolid=3094&programid=OMSDS","http://www.mastersindatascience.org/request-information/?schoolid=3094&programid=OMSDS",NA,"Online","2 years, 36 credits"
"112","Indiana University Bloomington","Bloomington, Indiana","Business Analytics Certificate Program","http://www.kelley.iu.edu/ODT/AboutUs/DecisionSciences/page11147.html","Kelley School of Business: Department of Operations and Decision Technologi","http://kelley.iu.edu/onlineMBA/Admissions/FinancialAid/page36803.html","http://kelley.iu.edu/EDP/Certificate/BACP/page20960.html",NA,"Campus","12 credit hours"
"113","Indiana University Bloomington","Bloomington, Indiana","Master of Science in Data Science","http://www.soic.indiana.edu/graduate/degrees/data-science/ms-data-science/index.html","School of Informatics and Computing","http://www.soic.indiana.edu/graduate/admissions/tuition-fees.html","http://www.soic.indiana.edu/graduate/degrees/data-science/ms-data-science/ms-requirements.html",NA,"Online, campus, or hybrid","30 credits"
"114","Indiana University Bloomington","Bloomington, Indiana","MBA (Major in Business Analytics)","http://kelley.iu.edu/mba/academics/MajorsMinors/page38907.html","Kelley School of Business","http://kelley.iu.edu/MBA/Admissions/Tuition/page38374.html","http://kelley.iu.edu/mba/academics/MajorsMinors/page38907.html",NA,"Online","2 years"
"115","Indiana University Bloomington","Bloomington, Indiana","Online Certificate in Data Science (Graduate)","http://www.soic.indiana.edu/graduate/programs/data-science/index.shtml","School of Informatics and Computing","http://www.soic.indiana.edu/graduate/programs/data-science/index.shtml","http://www.soic.indiana.edu/graduate/degrees/data-science/online-certificate/index.html",NA,"Online","1 semester"
"116","Indiana University Bloomington","Bloomington, Indiana","Online MS in Business Analytics","http://kelley.iu.edu/onlineMBA/Online/MSBA/page43444.cfm","Kelley School of Business","http://kelley.iu.edu/onlineMBA/Admissions/FinancialAid/page36803.html","http://kelley.iu.edu/onlineMBA/Online/MSBA/page43444.cfm",NA,"Online","30 credit hours"
"117","Indiana University-Purdue University-Indianapolis","Indianapolis, Indiana","M.S. in Mathematics: Applied Statistics","http://math.iupui.edu/graduate/degrees/ms/stats","Department of Mathematical Sciences","http://math.iupui.edu/graduate/tuition","http://math.iupui.edu/graduate/degrees/ms/stats","Math","Campus","30+ credit hours"
"118","Indiana University-Purdue University-Indianapolis","Indianapolis, Indiana","Master of Science in Bioinformatics","http://soic.iupui.edu/biohealth/graduate/bioinformatics-masters/","Department of BioHealth Informatics","http://soic.iupui.edu/graduate/bio/financial-aid/","http://soic.iupui.edu/biohealth/graduate/bioinformatics-masters/","Computer Science, Biology","Campus","36 credit hours"
"119","Purdue University-Main Campus","West Lafayette, Indiana","Certificate in Applied Statistics","https://engineering.purdue.edu/ProEd/credit/applied_statistics","Department of Statistics","https://engineering.purdue.edu/ProEd/Admissions/fees","https://engineering.purdue.edu/ProEd/programs/certificate-programs/applied-statistics",NA,"Online","12 credit hours (4 courses)"
"120","Purdue University-Main Campus","West Lafayette, Indiana","MBA, Specialization in Business Analytics","http://www.krannert.purdue.edu/masters/programs/mba/option-areas/business-analytics/home.asp","Krannert School of Management","http://www.purdue.edu/bursar/tuition/feerates/2014-2015/wl.html","http://www.krannert.purdue.edu/masters/programs/mba/option-areas/business-analytics/home.asp",NA,"Campus","2 years"
"121","University of Notre Dame","Notre Dame, Indiana","Master of Science in Applied and Computational Mathematics and Statistics with a specialty in Applied Statistics","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/","Department of Applied and Computational Mathematics and Statistics (ACMS)","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/tuition-and-financial-aid/","http://acms.nd.edu/graduate-programs/professional-master-s-programs/master-of-science-in-applied-statistics/curriculum/","Technical Bachelor's Degree","Campus","30 credits"
"122","University of Notre Dame","Notre Dame, Indiana","Master of Science in Business Analytics","https://mendoza.nd.edu/programs/specialized-masters/ms-in-business-analytics/","Mendoza College of Business","https://mendoza.nd.edu/programs/specialized-masters/ms-in-business-analytics/applying-financial-aid/","https://mendoza.nd.edu/programs/specialized-masters/ms-in-business-analytics/academics/",NA,"Campus","30 credit hours"
"123","Loras College","Dubuque, Iowa","MBA - Business Analytics","http://www.loras.edu/Academics/MBA-Business-Analytics.aspx","Loras College","http://www.loras.edu/Academics/MBA-Business-Analytics.aspx","http://loras.edu/Academics/MBA-Business-Analytics.aspx",NA,"Campus","36 credit hours"
"124","Northwestern College","Orange City, Iowa","Analytics Certificate","http://online.nwciowa.edu/analytics","Adult and Graduate Studies","http://online.nwciowa.edu/tuition","http://online.nwciowa.edu/analytics/requirements","Math, Statistics, Computer Science","Online","18 credits"
"125","University of Louisville","Louisville, Kentucky","Certificate in Data Mining","http://louisville.edu/speed/computer/graduate-studies/dataMining","Department of Computer Engineering & Computer Science","http://louisville.edu/graduate/futurestudents/tuition-and-fees","http://louisville.edu/speed/computer/graduate-studies/dataMining","Technical Bachelor's Degree","Online or Campus","12 months"
"126","Louisiana State University","Baton Rouge, Louisiana","Master of Science in Analytics","http://businessanalytics.lsu.edu/","Department of Information Systems & Decision Sciences","http://www.bgtplan.lsu.edu/fees/13-14/grad.pdf","http://business.lsu.edu/Information-Systems-Decision-Sciences/Pages/MS-Analytics-Curriculum.aspx",NA,"Campus","36 credit hours"
"127","Johns Hopkins University","Baltimore, Maryland","Master of Science in Geographic Information Systems","http://advanced.jhu.edu/academics/graduate-degree-programs/geographic-information-systems/","Krieger School of Arts & Sciences","http://advanced.jhu.edu/academics/graduate-degree-programs/geographic-information-systems/tuition-and-fees/","http://advanced.jhu.edu/academics/graduate-degree-programs/geographic-information-systems/degree-requirements/","Math, Statistics","Online","30 credit hours"
"128","Johns Hopkins University","Baltimore, Maryland","Master of Science in Information Systems","http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/","Carey Business School","http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/","http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/",NA,"Campus","36 units"
"129","Notre Dame of Maryland University","Baltimore, Maryland","Master of Science in Analytics in Knowledge Management","http://catalog.ndm.edu/graduate/artsandsciences/knowledgemanagementprogram/","College of Arts and Sciences","http://www.ndm.edu/admissions/graduate-studies/tuition-and-fees/","http://catalog.ndm.edu/graduate/artsandsciences/knowledgemanagementprogram/#program",NA,"Campus","36 credits"
"130","University of Maryland-Baltimore County","Baltimore, Maryland","Master of Science in Information Systems","http://onlinems.umbc.edu/","Department of Information Science","http://onlinems.umbc.edu/tuition/","http://onlinems.umbc.edu/admissions/degree-requirements/",NA,"Online","34 credit hours"
"131","University of Maryland-College Park","College Park, Maryland","Master of Information Management","http://ischool.umd.edu/mim","College of Information Studies","http://ischool.umd.edu/content/tuition-and-fees","http://ischool.umd.edu/content/mim-curriculum",NA,"Campus","36 credits"
"132","University of Maryland-College Park","College Park, Maryland","MS in Business, Marketing Analytics","http://www.rhsmith.umd.edu/ms/analytics/","Robert H. Smith School of Business","http://www.rhsmith.umd.edu/programs/ms-programs/marketing-analytics/faqs","http://www.rhsmith.umd.edu/programs/ms-programs/marketing-analytics/academics",NA,"Campus","30 credit hours"
"133","University of Maryland-College Park","College Park, Maryland","Online MBA - Specialization in Information Systems & Business Analytics","http://onlinemba.umd.edu/","Robert H. Smith School of Business","http://onlinemba.umd.edu/","http://onlinemba.umd.edu/",NA,"Online","21 months"
"134","University of Maryland-University College","Adelphi, Maryland","Master of Science in Data Analytics","http://www.umuc.edu/academic-programs/masters-degrees/data-analytics.cfm","University of Maryland University College Graduate School","http://www.umuc.edu/students/payments/tuitionarchives/spring14_gr.cfm","http://www.umuc.edu/academic-programs/masters-degrees/data-analytics.cfm",NA,"Online","39 credit hours"
"135","Babson College","Wellesley, Massachusetts","MBA with Business Analytics Concentration","http://www.babson.edu/academics/graduate/mba/concentrations/pages/business-analytics.aspx","F.W. Olin Graduate School of Business","http://www.babson.edu/admission/tuition-aid/graduate/Pages/home.aspx","http://www.babson.edu/academics/graduate/mba/concentrations/pages/business-analytics.aspx",NA,"Campus","41-55 credits"
"136","Bentley University","Waltham, Massachusetts","Graduate Certificate in Business Analytics","http://www.bentley.edu/graduate/special-programs/graduate-certificate-programs","Graduate School of Business","http://www.bentley.edu/graduate/admission-financial-aid/tuition-financial-aid","http://www.bentley.edu/graduate/special-programs/graduate-certificate-programs#analytics",NA,"Campus","12 credits"
"137","Bentley University","Waltham, Massachusetts","Master of Business Analytics","http://www.bentley.edu/graduate/degree-programs/ms-programs/business-analytics","Graduate School of Business","http://www.bentley.edu/graduate/admission-financial-aid/tuition-financial-aid","http://www.bentley.edu/graduate/ms-programs/business-analytics/curriculum",NA,"Campus","33 credit hours"
"138","Bentley University","Waltham, Massachusetts","Master of Science In Marketing Analytics","http://www.bentley.edu/graduate/academics/ms-programs/marketing-analytics","Graduate School of Business","http://www.bentley.edu/graduate/admission-financial-aid/tuition-financial-aid","http://www.bentley.edu/graduate/ms-programs/marketing-analytics/curriculum",NA,"Online","33 credit hours"
"139","Brandeis University","Waltham, Massachusetts","M.S. in Strategic Analytics","https://www.brandeis.edu/gps/future-students/learn-about-our-programs/strategic-analytics.html","Graduate Professional Studies","http://www.brandeis.edu/gps/courses/programs/listings/strategic-analytics.html","http://www.brandeis.edu/gps/courses/programs/listings/strategic-analytics.html",NA,"Online","30 credit hours"
"140","Brandeis University","Waltham, Massachusetts","Master of Arts in Computational Linguistics","http://www.brandeis.edu/gsas/programs/comp_ling.html","Mitchom School of Computer Science","http://www.brandeis.edu/sfs/tuition-calculator/index.html","http://www.brandeis.edu/programs/comp-linguistics/curriculum/index.html",NA,"Campus","Two years"
"141","Harvard University","Cambridge, Massachusetts","Data Science Certificate","http://www.extension.harvard.edu/professional-certificates/data-science-certificate","Extension School","http://www.extension.harvard.edu/professional-certificates#value","http://www.extension.harvard.edu/professional-certificates/data-science-certificate",NA,"Campus","4 courses"
"142","Harvard University","Cambridge, Massachusetts","Master of Science in Computational Biology and Quantitative Genetics","http://www.hsph.harvard.edu/sm-computational-biology/","School of Public Health","http://www.hsph.harvard.edu/catalog/tuition-fees/","http://www.hsph.harvard.edu/biostats/publications/cbqg_handbook/cbqg_handbook.pdf","Technical Bachelor's Degree","Campus","80 credits/18 months"
"143","Harvard University","Cambridge, Massachusetts","Master of Science in Computational Science and Engineering","http://www.seas.harvard.edu/computational-science-and-engineering/master-science-cse","School of Engineering and Applied Sciences","http://www.gsas.harvard.edu/prospective_students/costs_tuition_and_fees.php","http://www.seas.harvard.edu/programs/graduate/computational-science-and-engineering/master-of-science-in-cse/faq",NA,"Campus","1 year"
"144","Northeastern University","Boston, Massachusetts","Graduate Certificate in Data Science","http://www.northeastern.edu/datascience/data-science-certificate/","College of Computer and Information Sciences","http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate","http://www.northeastern.edu/datascience/data-science-certificate/",NA,"Online","4 credits"
"145","Northeastern University","Boston, Massachusetts","Graduate Certificate in Data Science","http://www.ccs.neu.edu/graduate/degree-programs/certificate-data-science/","Interdisciplinary","http://www.northeastern.edu/financialaid/studentaccounts/tuition.html","http://www.northeastern.edu/datascience/data-science-certificate/","Statistics","Campus","4 courses"
"146","Northeastern University","Boston, Massachusetts","Graduate Certificate in Urban Informatics","http://www.northeastern.edu/datascience/urban-informatics-certificate/","Interdisciplinary","http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate","http://www.northeastern.edu/datascience/urban-informatics-certificate/","Statistics","Hybrid","12 credit hours"
"147","Northeastern University","Boston, Massachusetts","Master of Professional Studies in Informatics","http://www.cps.neu.edu/degree-programs/graduate/masters-degrees/masters-informatics.php","College of Professional Studies","http://www.cps.neu.edu/degree-programs/graduate/masters-degrees/masters-informatics.php","http://www.cps.neu.edu/degree-programs/graduate/masters-degrees/masters-informatics.php",NA,"Online","45 credits"
"148","Northeastern University","Boston, Massachusetts","Master of Science in Business Analytics","http://www.northeastern.edu/datascience/ms-in-business-analytics/","Interdisciplinary","http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate","http://www.northeastern.edu/datascience/ms-in-business-analytics/","Statistics","Online","30 credit hour, 2 year"
"149","Northeastern University","Boston, Massachusetts","Master of Science in Health Informatics","http://www.northeastern.edu/align/degree-programs/ms-in-health-informatics/","College of Computer and Information Science","http://www.northeastern.edu/align/degree-programs/ms-in-health-informatics/","http://www.ccs.neu.edu/graduate/degree-programs/m-s-in-health-informatics/masters-degree/",NA,"Campus","33 credits"
"150","Northeastern University","Boston, Massachusetts","MS in Urban Informatics","http://nuweb12.neu.edu/datascience/ms-in-urban-informatics/","Interdisciplinary","http://www.northeastern.edu/financialaid/studentaccounts/tuition.html#Graduate","http://nuweb12.neu.edu/datascience/ms-in-urban-informatics/","Statistics","Hybrid","32 credit hours"
"151","Worcester Polytechnic Institute","Worcester, Massachusetts","Graduate Certificate in Data Science","http://www.wpi.edu/academics/datascience/certificate-program.html","Data Science","http://www.wpi.edu/admissions/graduate/financing.html","http://www.wpi.edu/academics/datascience/certificate-program.html",NA,"Campus","15 credits"
"152","Worcester Polytechnic Institute","Worcester, Massachusetts","Master of Science in Data Science","http://www.wpi.edu/academics/datascience/graduate-program.html","Data Science","http://www.wpi.edu/offices/acc/tuition.html","http://www.wpi.edu/academics/datascience/degree-requirements.html","Computer Science, Statistics, Math","Campus","33 credit hours"
"153","Baker College","Allen Park, Michigan","MBA in Business Intelligence","http://www.baker.edu/programs-degrees/business-intelligence-master-ba/","Baker College","http://www.baker.edu/student-services/financial-aid/#tuition-fees-online","http://www.baker.edu/programs-degrees/business-intelligence-master-ba/#course-information",NA,"Online","53 hours"
"154","Davenport University","Grand Rapids, Michigan","Master of Science in Health Informatics and Information Management","http://www.davenport.edu/college-health-professions/programs-and-degrees/master-science-informatics-and-information-","College of Health Professions","http://www.davenport.edu/financial-aid/how-much-does-du-cost/tuition-and-fees","http://www.davenport.edu/programs/health-professions/master-of-science/health-informatics-and-information-management-ms","Statistics, Computer Science","Campus","36 credits"
"155","Eastern Michigan University","Ypsilanti, Michigan","Enterprise Business Intelligence specialization in the Master of Business Administration (MBA)","http://www.emich.edu/cob/departments_centers/computer_information_systems.php","College of Business; Computer Information Systems Department","http://www.emich.edu/graduate/financial_assistance/tuition.php","http://catalog.emich.edu/preview_program.php?catoid=15&poid=7216",NA,"Campus","36+ credits"
"156","Eastern Michigan University","Ypsilanti, Michigan","Master of Arts in Applied Statistics","http://catalog.emich.edu/preview_program.php?catoid=12&poid=6396","Department of Mathematics","http://catalog.emich.edu/content.php?catoid=12&navoid=1657#fina_info","http://catalog.emich.edu/preview_program.php?catoid=12&poid=6396","Math, Statistics","Campus","31-34 graduate hours"
"157","Grand Valley State University","Allendale, Michigan","Master of Science in Biostatistics","http://catalog.gvsu.edu/preview_program.php?catoid=38&poid=5264&hl=%22master+of+science+in+biostatistics%22&returnto=search","College of Liberal Arts and Sciences","http://www.gvsu.edu/financialaid/cost-of-attendance-68.htm","http://catalog.gvsu.edu/preview_program.php?catoid=38&poid=5264&hl=%22master+of+science+in+biostatistics%22&returnto=search",NA,"Campus","36 credit hours"
"158","Michigan State University","East Lansing, Michigan","M.S. - Business Analytics","http://broad.msu.edu/businessanalytics/","Broad College of Business","http://broad.msu.edu/businessanalytics/tuition-and-financial-aid/","https://accounting.broad.msu.edu/welcome/ms-business-analytics/course-descriptions/",NA,"Campus","31.5 credit hours"
"159","Michigan State University","East Lansing, Michigan","Master of Science in Applied Statistics","https://www.reg.msu.edu/academicprograms/ProgramDetail.asp?Program=3871","Department of Statistics and Probability (College of Natural Sciences)","http://www.ctlr.msu.edu/COStudentAccounts/Tuition_Fees_MainMenu.aspx","https://www.reg.msu.edu/academicprograms/ProgramDetail.asp?Program=3871","Math, Statistics","Campus","33 credits"
"160","Michigan Technological University","Houghton, Michigan","Master of Science Degree in Integrated Geospatial Technology","http://www.mtu.edu/gradschool/programs/degrees/geospatial/","School of Technology","http://www.admin.mtu.edu/acct/students/tuition/tuition.html","http://www.mtu.edu/technology/graduate/igt/options/",NA,"Campus","33 credit hours"
"161","Oakland University","Rochester Hills, Michigan","Master of Science in Information Technology Management in Business Analytics","http://www.oakland.edu/MSITM-BA","School of Business Administration","http://www.oakland.edu/business/msitm?tab=28817","http://catalog.oakland.edu/preview_program.php?catoid=16&poid=1693",NA,"Half online, half on campus","30 credit hours/1 year"
"162","Oakland University","Rochester Hills, Michigan","MS in Applied Statistics","http://www.oakland.edu/?id=7773&sid=229","Department of Mathematics and Statistics","http://www.oakland.edu/financialservices/costs","http://catalog.oakland.edu/preview_program.php?catoid=14&poid=1270","Math, Statistics, Computer Science","Campus","36 credits"
"163","University of Michigan-Ann Arbor","Ann Arbor, Michigan","Graduate Data Science (DS) Certificate Program","http://midas.umich.edu/certificate/","Trans-Disciplinary","http://midas.umich.edu/certificate/","http://midas.umich.edu/certificate/approved-courses/",NA,"Campus","12 credit hours"
"164","University of Michigan-Dearborn","Dearborn, Michigan","Master of Science in Business Analytics","http://umdearborn.edu/cob/ms-business-analytics/","College of Business","http://umdearborn.edu/cob/grad-tuition-scholarship/","http://umdearborn.edu/cob/ms-business-analytics/",NA,"Campus","30 credits"
"165","University of Michigan-Dearborn","Dearborn, Michigan","MS - Business Analytics","http://cob.umd.umich.edu/ms-business-analytics/","College of Business","http://cob.umd.umich.edu/grad-tuition-fees/","http://umdearborn.edu/cob/ms-business-analytics/","Math","Online","30 credits/10 months"
